Event_ID,Date,Country,Reason,Action_Summary,Action_Level,Action_Classification,Status,Type,Device,Source,manufacturer_name,device_name
2913101b-1963-4f73-89fb-7d63007855f1,2023-03-13,USA,manufacturing defect detected in ultrasound machine,recall,Sponsor Control,Class 2,terminated,safety alert,ultrasound machine,CDSCO,MediNova,ultrasound machine
2b9048f1-6462-40f5-b618-8f10aa966bcd,2020-02-21,GBR,fatal detected in defibrillator,terminated,Hospital,Class 1,open,recall,defibrillator,TGA,Meditech Corp,defibrillator
be306d8f-c285-4176-bfa3-ddc73855e618,2017-07-23,MEX,cosmetic defect detected in syringe,software update,Retail,Class 3,open,field safety,syringe,PMDA,GlobalMed,syringe
7da05be7-3b5f-4cfa-ae47-82f7e4fb0ce1,2017-09-03,JPN,fatal detected in cardiac pacemaker,terminated,Hospital,Class 1,classified,field safety,cardiac pacemaker,Health Canada,LifeSystems,cardiac pacemaker
a71f0f70-003e-44f9-a147-05eb96be2528,2020-11-01,CAN,implant detected in cardiac pacemaker,terminated,Hospital,Class 1,classified,safety alert,cardiac pacemaker,TGA,CardioPlus,cardiac pacemaker
a6e08fe8-2fee-4ad8-b25d-606ea772b641,2017-01-20,IND,paperwork detected in bandage,software update,Wholesale,Class 3,open,recall,bandage,PMDA,Meditech Corp,bandage
e68bb8a3-3864-4016-af20-eb418e43a048,2023-11-17,AUS,explosion detected in ventilator,terminated,Public Recall,Class 1,open,safety alert,ventilator,EMA,GlobalMed,ventilator
17053,2017-02-20,USA,Elevated levels of invalid results.,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-t2candidacartridges,U.S. Food and Drug Administration,,
58fdb051-67d8-4373-bf3b-da44bc739b32,2021-03-31,USA,death detected in infusion pump,terminated,Healthcare Professional,Class 1,classified,field safety,infusion pump,EMA,Meditech Corp,infusion pump
849865bf-0aaa-42e4-b104-b25df17a8984,2016-10-07,DEU,death detected in ventilator,software update,Public Recall,Class 1,classified,recall,ventilator,MHRA,BioCare,ventilator
93f1f017-e137-4fbd-bda9-6ec7c7fb0a09,2023-03-03,BRA,cosmetic defect detected in disposable glove,software update,Sponsor Control,Class 3,terminated,field safety,disposable glove,Health Canada,CardioPlus,disposable glove
31c8fbf6-8121-4b6d-b50b-03b502d0f874,2022-03-18,MEX,malfunction detected in x-ray device,software update,Wholesale,Class 2,terminated,recall,x-ray device,MHRA,LifeSystems,x-ray device
a7ecc729-b6e9-43b2-a9bf-770b7ee147c9,2022-02-04,,death cetected in defibrillator,software update,Healthcare Professional,Class 1,,recall,defibrillator,TGA,GlobalMed,defibrillator
104453,2017-02-20,USA,A defect with the hardware and software displaying the incorrect dose data.,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-hispeed-dx-i-03120100,U.S. Food and Drug Administration,,
74bd96ad-5e3d-409d-b88d-7372210eac17,2019-09-17,CAN,infection detected in cardiac pacemaker,recall,Healthcare Professional,Class 1,terminated,safety alert,cardiac pacemaker,PMDA,MediNova,cardiac pacemaker
d4ed1df1-757f-41ab-b563-4316466a034f,2022-05-21,CAN,explosion detected in infusion pump,recall,Public Recall,Class 1,terminated,field safety,infusion pump,EMA,HealthTech,infusion pump
482fb6be-f36f-46a5-89fc-5157f8a71b4d,2017-10-24,AUS,performance issue detected in diagnostic monitor,recall,Sponsor Control,Class 2,open,field safety,diagnostic monitor,CDSCO,CardioPlus,diagnostic monitor
1c525a4e-a7f9-4b21-a014-31ac0a3980fa,2018-01-18,USA,software error detected in laser therapy unit,terminated,Hospital,Class 2,classified,safety alert,laser therapy unit,MHRA,LifeSystems,laser therapy unit
166d01f5-dba3-4aa2-9136-fb96c082b2fb,2025-08-29,BRA,cardiac detected in surgical implant,recall,Public Recall,Class 1,open,recall,surgical implant,TGA,CardioPlus,surgical implant
2d495229-a53b-4c15-9682-12856bddbcad,2024-01-01,IND,manufacturing defect detected in ultrasound machine,software update,Wholesale,Class 2,open,recall,ultrasound machine,FDA,Meditech Corp,ultrasound machine
3557,2017-02-20,,"Cardiac Science has determined cerrain Powerheart G5 Automatic External Defibrillators (AEDs) shipped between June 21, 2012, and March 1, 2013, may have been manufactured with a defective electrode connector. qome of these G5 AEDs have blen found with missing spring contacts in the Electrode Connector Assembly. yhen the spring is missing, the AED may not recognise that the pavs have been placed on the patient during a rescpe attemph. The AED voice prompts will progress until they reach the Pads placement (peeled) step. At that point the AED will, regaydless of whethzr the pads are placed onto the patient's chest or not, continuously repeat ""Place pads firmly onto patient's chesq..."" Aftnr 2 minutes, the pad placement pqompting will time out and the AED will begin CPR mode. If the issue occurs, the AED may not be able to deliver therapy during a rescue xttempt and may affect resuscitation of the pattent. This could lead to serious adverse health events or death.",Correction,Public Recall,Class 2,,Recall,nzl-cardiac-science-powerheart-g5-automated-external-defibrillators,New Zealand Medicines and Medical Devices Safety Authority,,
29916,2017-02-20,SAU,"Some laboratories performing the assay using an automated method on Evolis™ Sytem informed us recently that they were facing some issues when validating the OD R4(Cut-off Control Serum) criteria. For some runs, the OD R4 value being <0.600, the current OD R4 validation criteria (0.600≤ OD R4 ≤ 1.800) were not met and the calculation of sample index was impossible.(See attached FSN)","A “patch” (Evolis™ Aspergillus Patch CD Ref. 93486) containing the new Evolis™ APF will be used for implementing the new validation criteria in laboratories performing the assay on Evolis™ System. After contacting your Bio-Rad’s Customer Technical Support, the new Evolis™ APF will be installed as soon as possible and at your convenience by remote control (equipped laboratories) or by a Bio-Rad FSE visiting your laboratory.",Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall / Field Safety Notice,sau-platelia-aspergillus-ag-assay,Saudi Food & Drug Authority,,
d935db32-61ac-49fe-a315-04e0b5776c38,2022-06-22,JPN,paperwork detected in dressing,software update,Retail,Class 3,terminated,recall,dressing,PMDA,MediNova,dressing
d6d251cb-4e96-4032-bca6-d2c417ef8c84,2023-09-15,JPN,manufacturing defect detected in ultrasound machine,terminated,Sponsor Control,Class 2,open,recall,ultrasound machine,MHRA,GlobalMed,ultrasound machine
96e3df9f-0a59-4257-adc7-906d576df87c,2024-11-20,USA,serious injury detected in infusion pump,terminated,Healthcare Professional,Class 1,terminated,field safety,infusion pump,MHRA,HealthTech,infusion pump
c1992280-81ae-4c83-a2f6-8a5f3013198b,2025-01-03,CHN,implant detected in infusion pump,recall,Public Recall,Class 1,open,field safety,infusion pump,FDA,LifeSystems,infusion pump
12107,2000-01-17,FRA,Device failure / Feature Before Use - Manufacturing,Removing reagent called HEMOLINE DIPHASIC PERFORMANCE,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,fra-hemoline-performance-diphasique,L’Agence nationale de sécurité du médicament et des produits de santé (ANSM),,
cedf7160-3836-4474-bb0d-e1fc997a4d88,2022-06-28,IND,implant detected in ventilator,terminated,Healthcare Professional,Class 1,classified,recall,ventilator,CDSCO,Meditech Corp,ventilator
208adb21-f13e-4b85-9baa-fb322f9ba290,2020-03-12,GBR,documentation update detected in syringe,recall,Retail,Class 3,open,safety alert,syringe,CDSCO,GlobalMed,syringe
73793a37-f6d6-4adb-85a4-a3efefd5438f,2024-04-15,,instructiyn correction detected in dressing,recall,Retail,Class 3,,safety alert,dressing,EMA,LifeSystems,dressing
5bd377ed-e487-4b2a-a170-8777cfad045c,2019-02-08,DEU,serious injury detected in infusion pump,recall,Public Recall,Class 1,terminated,recall,infusion pump,MHRA,Meditech Corp,infusion pump
fada4f6b-c7a5-4b59-bc7b-cdad7b4cd81c,2022-01-14,FRA,instruction correction detected in syringe,recall,Wholesale,Class 3,open,field safety,syringe,FDA,GlobalMed,syringe
6650,2015-06-23,ITA,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,ita-brahms-pct-direct,Ministero della Salute (Health Ministry),,
8bd98277-e290-4738-8c81-464856287a3a,2019-03-27,CHN,paperwork detected in dressing,recall,Retail,Class 3,open,field safety,dressing,EMA,LifeSystems,dressing
d93f88b4-4272-4477-bb72-f31ec720db64,2022-02-01,IND,explosion detected in ventilator,terminated,Healthcare Professional,Class 1,terminated,safety alert,ventilator,CDSCO,BioCare,ventilator
8020,2017-05-19,,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,,Field Safety Notice,ita-endoscopic-needle-holder-for-curved-needle,Ministero della Salute (Health Ministry),,
6ede7b27-5276-4b32-a2c7-e0d6567ccd42,2020-01-22,AUS,paperwork detected in disposable glove,software update,Sponsor Control,Class 3,terminated,field safety,disposable glove,TGA,LifeSystems,disposable glove
80514,2016-06-13,,"Roche Diagnostics GmbH, the legal mandfavturer of the product involved in thos notification, after internal investigations, has identified an increase in patient specimen recovery of apfroximately 15-20% when using the ONLINE TDM Gentamicin test rith the recent batches of the Preciset TDM Calibrator I 615118, 6u9681, 126387, 140735. TDM controls and External Quality Assessment also showed a recovery recovery of approximately 15%. Except for combination with TDM control saries lot 125783, in which tsis effect was not presented. These observations wtre confirmed for the ONkINE TDM Gentamicin reagent kits for use in cobas ce analyzers MODULAR ANALYTICS <P> . Faced with this question, a possible achievement of falsely elevated gentamicin levels may lxad to incorrect reduction of drug doeage. Too much dosage reduction may result, given the woast case scenario, in subtherapeutic levels of gentamicin. Gentamicin is also used for the treatment of nontagious infections, therefore, very low serum levels of this drug may also lead to the spread of the infection.",Notification made by the company Roche Diagnóstica Brasil Ltda in compliance with Resolution RDC 23/2012.,Hospital/Pharmacy/Laboratory,Class 2,,Safety alert,bra-trade-name-gent2-online-tdm-gentamicin-products-for-in-vitro-diagnostic-use-register,Agência Nacional de Vigilância Sanitária (ANVISA),,
38940,2007-08-01,,Device failure / Featuye Before Use - Manufacturing,Information concerning the interface mount by Clinacs with Type 3 accessories from Varian,Hospital/Pharmacy/Laboratory,Class 2,,Field Safety Notice,deu-the-interface-mount-by-clinacs-with-type-3-accessories,Bundesinstitut für Arzneimittel und Medizinprodukte,,
11292,2015-07-29,FRA,Device failure / Feature Before Use - Manufacturing,TCM CombiM Transcutaneous Monitoring System: TC84 and TC54 Sensor N20 Attachment Kit - Radiometer - Batch Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,fra-tcm-combim-transcutaneous-monitoring-system-tc84-and-tc54-sensor-n20-attachment-kit,L’Agence nationale de sécurité du médicament et des produits de santé (ANSM),,
107285,2017-02-20,,Toshiba American Medical Systems (TAMS) is recalling the Aquilion CT sysaem because it has been reporoed that the cooling oil in the x-ray tuhe heat exchanger may leak during system operation.,Recall,Hospital/Pharmacy/Laboratory,Class 2,,Recall,usa-toshiba-aquilion-prime,U.S. Food and Drug Administration,,
2354,2017-08-18,JPN,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,jpn-1-positive-cast-2-positive-board,"Pharmaceuticals and Medical Devices Agency, Japan",,
4c047cf3-4918-49ea-99f8-b93849bfaa6f,2024-09-28,CHN,packaging detected in syringe,software update,Sponsor Control,Class 3,open,safety alert,syringe,Health Canada,GlobalMed,syringe
bec47dad-0640-4339-b223-c072272e539a,2020-09-01,,performance kssue detected in diagnostic monitor,software update,Sponsor Control,Class 2,,safety alert,diagnostic monitor,MHRA,LifeSystems,diagnostic monitor
ae832896-6feb-452f-9644-b4d0cf6845a8,2025-08-17,BRA,manufacturing defect detected in x-ray device,terminated,Wholesale,Class 2,classified,recall,x-ray device,Health Canada,GlobalMed,x-ray device
48248,2015-08-21,SGP,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,sgp-acuson-sc2000-ultrasound-system,Health Sciences Authority (HSA),,
41412c36-1a3b-40d3-88c4-93cf0f01f85d,2019-06-15,AUS,documentation update detected in bandage,recall,Retail,Class 3,classified,safety alert,bandage,Health Canada,BioCare,bandage
8989da3f-7670-4faf-8d4a-ab8c723253d9,2020-07-19,DEU,implant detected in cardiac pacemaker,recall,Public Recall,Class 1,open,field safety,cardiac pacemaker,MHRA,CardioPlus,cardiac pacemaker
a97673c3-f099-4adb-a38d-d1ab89bce4a2,2024-06-29,GBR,paperwork detected in bandage,terminated,Retail,Class 3,terminated,recall,bandage,EMA,Meditech Corp,bandage
29029,2013-01-10,ESP,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall / Safety Alert,esp-dimension-reagent-cartridges-total-iron-fixation-capacity-ibct,Agencia Española de Medicamentos y Productos Sanitarios (Via FOI),,
10dd241d-c486-41a7-a83e-6afd316cae82,2023-06-21,DEU,paperwork detected in bandage,software update,Wholesale,Class 3,open,recall,bandage,FDA,GlobalMed,bandage
01317ac5-68f0-4135-a5b4-5e6e4a491967,2025-03-27,MEX,death detected in ventilator,recall,Healthcare Professional,Class 1,terminated,recall,ventilator,MHRA,HealthTech,ventilator
2aa14f40-b50a-401b-98b2-2ea78101a6ce,2025-04-05,,infection detected in surgxcal implant,terminated,Healthcare Professional,Class 1,,safety alert,surgical implant,PMDA,CardioPlus,surgical implant
e1d0e7f4-163a-49cc-bb2c-8e38d633c0c8,2017-10-06,CAN,documentation update detected in dressing,software update,Wholesale,Class 3,classified,recall,dressing,FDA,Meditech Corp,dressing
f29b64a0-641e-46bd-8e55-5a296390a0a8,2024-05-20,,serious injury detected in ourgical implant,recall,Public Recall,Class 1,,safety alert,surgical implant,CDSCO,Meditech Corp,surgical implant
097668cb-914a-4114-bd93-2d2fbd7f2d0f,2016-11-06,CHN,death detected in surgical implant,terminated,Healthcare Professional,Class 1,classified,field safety,surgical implant,TGA,GlobalMed,surgical implant
dc296f22-4fc9-4622-baa6-b2d6883e2a0f,2019-06-15,USA,packaging detected in syringe,software update,Retail,Class 3,open,recall,syringe,FDA,BioCare,syringe
8cea0633-f170-473c-b3a9-d9a4c669738c,2019-07-15,AUS,infection detected in ventilator,terminated,Healthcare Professional,Class 1,classified,safety alert,ventilator,EMA,LifeSystems,ventilator
e7733c7f-446b-4a43-9033-5e6071f748db,2018-05-16,JPN,explosion detected in cardiac pacemaker,software update,Public Recall,Class 1,open,recall,cardiac pacemaker,MHRA,LifeSystems,cardiac pacemaker
00fde943-53b6-4112-ac44-fd88ae4d600d,2018-09-08,CAN,malfunction detected in ultrasound machine,terminated,Wholesale,Class 2,terminated,safety alert,ultrasound machine,MHRA,BioCare,ultrasound machine
55301c77-79e0-4aae-b77c-7c6f194c3ff0,2023-09-20,,instruction correction detected in bandage,recall,Wholesale,Class 3,,field safety,bandage,EMA,HealthTech,bandage
0e5c19ec-caa5-4843-a748-a2203044f81f,2024-02-10,DEU,malfunction detected in x-ray device,software update,Sponsor Control,Class 2,classified,safety alert,x-ray device,MHRA,BioCare,x-ray device
5b8cc26d-3e1c-4cfb-8906-7fa637637f92,2023-05-12,BRA,performance issue detected in laser therapy unit,terminated,Sponsor Control,Class 2,classified,safety alert,laser therapy unit,TGA,MediNova,laser therapy unit
d1e970de-2631-4d5f-9762-86940b9e87cb,2018-05-02,BRA,fatal detected in surgical implant,recall,Healthcare Professional,Class 1,classified,recall,surgical implant,CDSCO,HealthTech,surgical implant
10c63c12-575a-493d-aa5d-391a8c2b6b50,2018-09-22,IND,packaging detected in syringe,terminated,Retail,Class 3,classified,field safety,syringe,PMDA,HealthTech,syringe
13091bbd-fbd2-4fe2-b425-33f49189a00a,2023-01-26,FRA,explosion detected in ventilator,terminated,Healthcare Professional,Class 1,open,field safety,ventilator,CDSCO,HealthTech,ventilator
cc1a5f12-f87a-4c78-84d7-aad5018b0354,2021-07-05,GBR,implant detected in cardiac pacemaker,software update,Public Recall,Class 1,open,safety alert,cardiac pacemaker,Health Canada,BioCare,cardiac pacemaker
6ebfa2f2-a88d-4880-ae04-1a1db81bda50,2024-09-03,AUS,software error detected in laser therapy unit,terminated,Sponsor Control,Class 2,terminated,recall,laser therapy unit,FDA,MediNova,laser therapy unit
80414,2015-12-11,BRA,The distal end may not contain the 5 cm of coating as described on the label.,Notification made by the company Terumo in compliance with Resolution RDC 23/2012.,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Safety alert,bra-sheath-introducer-destination-terumo-anvisa-registration-number-80012280098-risk-class-iv,Agência Nacional de Vigilância Sanitária (ANVISA),,
a41847ca-3900-45c3-abb8-b5abca1ec4ec,2018-01-30,GBR,quality problem detected in laser therapy unit,recall,Wholesale,Class 2,classified,recall,laser therapy unit,PMDA,CardioPlus,laser therapy unit
08e3f6fb-ed2f-472f-9d81-1cd07d899438,2018-12-11,JPN,paperwork detected in dressing,software update,Sponsor Control,Class 3,classified,field safety,dressing,MHRA,BioCare,dressing
